symbol,name,exchange,assetType,ipoDate,delistingDate,status
AMGN,Amgen Inc,NASDAQ,Stock,9/7/1984,null,Active
AMH,American Homes 4 Rent Class A,NYSE,Stock,8/1/2013,null,Active
AMH-P-D,American Homes 4 Rent 65 Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,NYSE,Stock,5/25/2016,null,Active
AMH-P-E,American Homes 4 Rent 635 Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,NYSE,Stock,6/22/2016,null,Active
AMH-P-F,American Homes 4 Rent 5875 Series F Cumulative Redeemable Perpetual Preferred Shares,NYSE,Stock,4/20/2017,null,Active
AMH-P-G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE,Stock,7/11/2017,null,Active
AMH-P-H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE,Stock,9/13/2018,null,Active
AMHC,Amplitude Healthcare Acquisition Corp Class A,NASDAQ,Stock,1/10/2020,null,Active
AMHCU,Amplitude Healthcare Acquisition Corp Unit 1 Cl A & 12 Wt Exp 12012026,NASDAQ,Stock,11/20/2019,null,Active
AMHCW,Amplitude Healthcare Acquisition Corp Warrants 01122026,NASDAQ,Stock,1/10/2020,null,Active
AMK,Assetmark Financial Holdings Inc,NYSE,Stock,7/18/2019,null,Active
AMKR,Amkor Technology Inc,NASDAQ,Stock,5/1/1998,null,Active
AMN,AMN Healthcare Services Inc,NYSE,Stock,11/13/2001,null,Active
AMNA,ETRACS Alerian Midstream Energy Index ETN,NYSE ARCA,Stock,6/22/2020,null,Active
AMNB,American National BankShares Inc,NASDAQ,Stock,4/13/1999,null,Active
AMND,UBS AG London Branch ETRACS Alerian Midstream Energy Divid Index ETN 2050,NYSE,Stock,7/16/2020,null,Active
AMOT,Allied Motion Technologies Inc,NASDAQ,Stock,2/25/1992,null,Active
AMOV,America Movil SAB de CV,NYSE,Stock,2/7/2001,null,Active
AMP,Ameriprise Financial Inc,NYSE,Stock,9/15/2005,null,Active
AMPE,Ampio Pharmaceuticals Inc,NYSE,Stock,3/31/2010,null,Active
AMPH,Amphastar Pharmaceuticals Inc,NASDAQ,Stock,6/25/2014,null,Active
AMPY,Midstates Petroleum Company Inc,NYSE,Stock,4/20/2012,null,Active
AMRB,American River Bankshares,NASDAQ,Stock,1/4/1999,null,Active
AMRC,Ameresco Inc,NYSE,Stock,7/22/2010,null,Active
AMRH,Ameri Holdings Inc,NASDAQ,Stock,6/24/2015,null,Active
AMRHW,Ameri Holdings Inc Warrants 08112023,NASDAQ,Stock,11/17/2017,null,Active
AMRK,A-Mark Precious Metals Inc,NASDAQ,Stock,3/17/2014,null,Active
AMRN,Amarin Corporation plc ADR,NASDAQ,Stock,4/5/1993,null,Active
AMRS,Amyris Inc,NASDAQ,Stock,9/28/2010,null,Active
AMRX,Amneal Pharmaceuticals Inc Class A,NYSE,Stock,1/15/2009,null,Active
AMS,American Shared Hospital Services,NYSE MKT,Stock,9/7/1984,null,Active
AMSC,American Superconductor Corp,NASDAQ,Stock,12/12/1991,null,Active
AMSF,Amerisafe Inc,NASDAQ,Stock,11/18/2005,null,Active
AMST,Amesite Operating Company,NASDAQ,Stock,9/25/2020,null,Active
AMSWA,American Software Inc Class A,NASDAQ,Stock,9/7/1984,null,Active
AMT,American Tower Corp,NYSE,Stock,2/27/1998,null,Active
AMTB,Mercantil Bank Holding Corporation Class A Common Stock,NASDAQ,Stock,8/29/2018,null,Active
AMTBB,Mercantil Bank Holding Corporation Class B Common Stock,NASDAQ,Stock,8/29/2018,null,Active
AMTD,TD Ameritrade Holding Corp,NASDAQ,Stock,3/4/1997,null,Active
AMTI,Applied Molecular Transport Inc,NASDAQ,Stock,6/5/2020,null,Active
AMTX,Aemetis Inc,NASDAQ,Stock,5/15/2014,null,Active
AMWD,American Woodmark Corp,NASDAQ,Stock,7/21/1986,null,Active
AMWL,American Well Corporation - Class A,NYSE,Stock,9/17/2020,null,Active
AMX,America Movil S.A.B.DE C.V.,NYSE,Stock,2/8/2001,null,Active
AMZN,Amazoncom Inc,NASDAQ,Stock,5/15/1997,null,Active
AN,AutoNation Inc,NYSE,Stock,3/3/1992,null,Active
ANAB,AnaptysBio Inc,NASDAQ,Stock,1/26/2017,null,Active
ANAT,American National Group Inc,NASDAQ,Stock,9/7/1984,null,Active
ANCN,Anchiano Therapeutics Ltd,NASDAQ,Stock,2/12/2019,null,Active
ANDA,Andina Acquisition Corp III,NASDAQ,Stock,12/8/2015,null,Active
ANDAR,Andina Acquisition Corp II Rt 06012018,NASDAQ,Stock,12/7/2015,null,Active
ANDAU,Andina Acquisition Corp,NASDAQ,Stock,11/25/2015,null,Active
ANDAW,ANDAW,NASDAQ,Stock,12/7/2015,null,Active
ANDE,The Andersons Inc,NASDAQ,Stock,2/20/1996,null,Active
ANET,Arista Networks Inc,NYSE,Stock,6/6/2014,null,Active
ANF,Abercrombie & Fitch Co. - Class A,NYSE,Stock,9/26/1996,null,Active
ANGI,ANGI Homeservices Inc Class A,NASDAQ,Stock,11/17/2011,null,Active
ANGO,Angiodynamic Inc,NASDAQ,Stock,6/1/2004,null,Active
ANH,Anworth Mortgage Asset Corp,NYSE,Stock,3/12/1998,null,Active
ANH-P-A,Anworth Mortgage Asset Corporation Series A Preferred Stock,NYSE,Stock,9/22/2014,null,Active
ANH-P-B,Anworth Mortgage Asset Corporation Preferred Stock Series B 625,NYSE,Stock,9/22/2014,null,Active
ANH-P-C,Anworth Mortgage Asset Corporation 7625 Series C Cumulative Redeemable Preferred Stock,NYSE,Stock,1/28/2015,null,Active
ANIK,Anika Therapeutics Inc,NASDAQ,Stock,5/4/1993,null,Active
ANIP,ANI Pharmaceuticals Inc,NASDAQ,Stock,5/5/2000,null,Active
ANIX,Anixa Biosciences Inc,NASDAQ,Stock,1/2/2001,null,Active
ANNX,Annexon Inc,NASDAQ,Stock,7/24/2020,null,Active
ANPC,AnPac BioMedical Science Company Ltd ADR,NASDAQ,Stock,1/30/2020,null,Active
ANSS,ANSYS Inc,NASDAQ,Stock,6/21/1996,null,Active
ANTE,AirNet Technology Inc,NASDAQ,Stock,11/7/2007,null,Active
ANTM,Anthem Inc,NYSE,Stock,1/2/2001,null,Active
ANVS,Anv Sec Group Inc,NYSE,Stock,2/12/2010,null,Active
ANY,Sphere 3D Corp,NASDAQ,Stock,6/24/2008,null,Active
AON,Aon plc,NYSE,Stock,9/7/1984,null,Active
AONE-U,One,NYSE,Stock,8/18/2020,null,Active
AOS,AO Smith Corp,NYSE,Stock,9/7/1984,null,Active
AOSL,Alpha & Omega Semiconductor Ltd,NASDAQ,Stock,4/29/2010,null,Active
AOUT,American Outdoor Brands Inc,NASDAQ,Stock,8/21/2020,null,Active
AOUTV,American Outdoor Brands Inc,NASDAQ,Stock,8/21/2020,null,Active
AP,AmpcoPittsburgh Corp,NYSE,Stock,7/19/1984,null,Active
AP-WS,Ampco-Pittsburgh Corp - Warrants (01/08/2025),NYSE MKT,Stock,9/24/2020,null,Active
APA,Apache Corp,NYSE,Stock,5/15/1979,null,Active
APAM,Artisan Partners Asset Management Inc,NYSE,Stock,3/7/2013,null,Active
APD,Air Products Chemicals Inc,NYSE,Stock,4/6/1983,null,Active
APDN,Applied Dna Sciences Inc,NASDAQ,Stock,7/15/2003,null,Active
APEI,American Public Education Inc,NASDAQ,Stock,11/9/2007,null,Active
APEN,Apollo Endosurgery Inc,NASDAQ,Stock,12/9/2005,null,Active
APEX,Apex Global Brands Inc,NASDAQ,Stock,8/18/1995,null,Active
APG,APi Group Corporation,NYSE,Stock,4/29/2020,null,Active
APH,Amphenol Corp,NYSE,Stock,11/8/1991,null,Active
APHA,Aphria Inc,NASDAQ,Stock,3/18/2015,null,Active
API,Agora Inc,NASDAQ,Stock,6/26/2020,null,Active
APLE,Apple Hospitality REIT Inc,NYSE,Stock,5/18/2015,null,Active
APLS,Apellis Pharmaceuticals Inc,NASDAQ,Stock,11/9/2017,null,Active
APLT,Applied Therapeutics Inc,NASDAQ,Stock,5/14/2019,null,Active
APM,Aptorum Group Ltd - Class A,NASDAQ,Stock,12/18/2018,null,Active
APO,Apollo Global Management LLC,NYSE,Stock,3/30/2011,null,Active
APO-P-A,Apollo Global Management LLC 6375 Series A Preferred Shares,NYSE,Stock,3/9/2017,null,Active
APO-P-B,Apollo Global Management LLC 6375 Series B Preferred Shares,NYSE,Stock,3/12/2018,null,Active
APOG,Apogee Enterprises Inc,NASDAQ,Stock,5/3/1973,null,Active
APOP,Cellect Biotechnology Ltd,NASDAQ,Stock,7/29/2016,null,Active
APOPW,Cellect Biotechnology Ltd Warrants to Purchase ADRs,NASDAQ,Stock,7/29/2016,null,Active
APPF,AppFolio Inc,NASDAQ,Stock,6/26/2015,null,Active
APPN,Appian Corp Class A,NASDAQ,Stock,5/25/2017,null,Active
APPS,Digital Turbine Inc,NASDAQ,Stock,6/30/2006,null,Active
APRE,Aprea Therapeutics Inc,NASDAQ,Stock,10/3/2019,null,Active
APRN,Blue Apron Inc,NYSE,Stock,6/29/2017,null,Active
APT,Alpha Pro Tech Ltd,NYSE,Stock,2/16/1999,null,Active
APTO,Aptose Biosciences Inc,NASDAQ,Stock,10/23/2014,null,Active
APTS,Preferred Apartment Communities Inc Class A,NYSE,Stock,4/1/2011,null,Active
APTV,Aptiv PLC,NYSE,Stock,11/17/2011,null,Active
APTV-P-A,,NYSE,Stock,6/10/2020,null,Active
APTX,Aptinyx Inc,NASDAQ,Stock,6/21/2018,null,Active
APVO,Aptevo Therapeutics Inc,NASDAQ,Stock,7/20/2016,null,Active
APWC,Asia Pacific Wire Cable,NASDAQ,Stock,7/15/2003,null,Active
APXT,,NASDAQ,Stock,11/5/2019,null,Active
APXTU,Apex Technology Acquisition Corp Units 1 Ord Class A & 12 War,NASDAQ,Stock,9/17/2019,null,Active
APXTW,Apex Technology Acquisition Corp Wt Exp 09302026,NASDAQ,Stock,11/5/2019,null,Active
APYX,Apyx Medical Corp,NASDAQ,Stock,1/2/2019,null,Active
AQB,AquaBounty Technologies Inc,NASDAQ,Stock,1/11/2017,null,Active
AQMS,Aqua Metals Inc,NASDAQ,Stock,7/31/2015,null,Active
AQN,Algonquin Power Utilities Corp,NYSE,Stock,11/10/2009,null,Active
AQNA,Algonquin Power & Utilities Corp. 6.875 FixedtoFloating Rate Subordinated Notes Series 2018A due October 17 2078,NYSE,Stock,10/23/2018,null,Active
AQNB,Algonquin Power Utilities Corp 620 FixedtoFloating Subordinated Notes Series 2019A due July 1 2079,NYSE,Stock,5/28/2019,null,Active
AQST,Aquestive Therapeutics Inc,NASDAQ,Stock,7/25/2018,null,Active
AQUA,Evoqua Water Technologies Corp,NYSE,Stock,11/2/2017,null,Active
AR,Antero Resources Corp,NYSE,Stock,10/10/2013,null,Active
ARA,ARACRUZ CELLULOSE S A,NYSE,Stock,4/21/2016,null,Active
ARAV,Aravive Inc,NASDAQ,Stock,3/21/2014,null,Active
ARAY,Accuray Inc,NASDAQ,Stock,2/8/2007,null,Active
ARB,ALTSHARES MERGER ARBITRAGE ETF,NYSE ARCA,Stock,5/7/2020,null,Active
ARC,ARC Document Solutions Inc,NYSE,Stock,2/4/2005,null,Active
ARCB,ArcBest Corp,NASDAQ,Stock,5/13/1992,null,Active
ARCC,Ares Capital Corp,NASDAQ,Stock,10/5/2004,null,Active
ARCE,Arco Platform Ltd - Class A,NASDAQ,Stock,9/26/2018,null,Active
ARCH,Arch Coal Inc Class A,NYSE,Stock,10/5/2016,null,Active
ARCO,Arcos Dorados Holdings,NYSE,Stock,4/14/2011,null,Active
ARCT,American Realty Capital Trust Inc,NASDAQ,Stock,5/22/2013,null,Active
ARD,Ardagh Group S.A. - Class A,NYSE,Stock,3/15/2017,null,Active
ARDS,Aridis Pharmaceuticals Inc,NASDAQ,Stock,8/14/2018,null,Active
ARDX,Ardelyx Inc,NASDAQ,Stock,6/19/2014,null,Active
ARE,Alexandria Real Estate Equities Inc,NYSE,Stock,5/28/1997,null,Active
AREC,American Resources Corp,NASDAQ,Stock,12/29/2017,null,Active
ARES,Ares Management LP,NYSE,Stock,5/2/2014,null,Active
ARES-P-A,Ares Management LP 700 Series A Preferred Units Representing Limited Partner Interests,NYSE,Stock,6/14/2016,null,Active
ARGD,Argo Group International Holdings Ltd. 6.5 Senior Notes Due 2042,NYSE,Stock,5/7/2018,null,Active
ARGO,Argo Group International Holdings Ltd,NYSE,Stock,8/7/2007,null,Active
ARGO-P-A,Argo Group International Holdings Ltd Depositary Shares Series A,NYSE,Stock,7/8/2020,null,Active
ARGX,argenx SE,NASDAQ,Stock,5/18/2017,null,Active
ARI,Apollo Commercial Real Estate Finance Inc,NYSE,Stock,9/24/2009,null,Active
ARKR,Ark Restaurants Corp,NASDAQ,Stock,12/13/1985,null,Active
ARL,American Realty Investors Inc,NYSE,Stock,9/7/1984,null,Active
ARLCF,AREL COMMUNICATIONS & SOFTWARE LTD Foreign,NASDAQ,Stock,12/20/2019,null,Active
ARLO,Arlo Technologies Inc,NYSE,Stock,8/3/2018,null,Active
ARLP,Alliance Resource Partners LP,NASDAQ,Stock,8/17/1999,null,Active
ARMK,Aramark,NYSE,Stock,12/12/2013,null,Active
ARMP,Armata Pharmaceuticals Inc,NYSE MKT,Stock,3/9/2011,null,Active
ARNA,Arena Pharmaceuticals Inc,NASDAQ,Stock,7/28/2000,null,Active
ARNC,Arconic Corp,NYSE,Stock,4/1/2020,null,Active
AROC,AROC,NYSE,Stock,11/4/2015,null,Active
AROW,Arrow Financial Corp,NASDAQ,Stock,9/7/1984,null,Active
ARPO,Aerpio Pharmaceuticals Inc,NASDAQ,Stock,8/8/2017,null,Active
ARQT,Arcutis Biotherapeutics Inc,NASDAQ,Stock,1/31/2020,null,Active
ARR,ARMOUR Residential REIT Inc,NYSE,Stock,12/3/2007,null,Active
ARR-P-B,ARMOUR Residential REIT Inc Preferred Series B,NYSE,Stock,2/11/2013,null,Active
ARR-P-B-CL,,NYSE,Stock,2/7/2020,null,Active
ARR-P-C,,NYSE,Stock,1/24/2020,null,Active
ARTL,ARISTOTLE CORP,NASDAQ,Stock,11/14/2017,null,Active
ARTLW,Artelo Biosciences Inc Warrants 18062024,NASDAQ,Stock,6/21/2019,null,Active
ARTNA,Artesian Resources Corp,NASDAQ,Stock,5/24/1996,null,Active
ARTW,ArtsWay Manufacturing Company Inc,NASDAQ,Stock,9/7/1984,null,Active
ARVN,Arvinas Inc,NASDAQ,Stock,9/27/2018,null,Active
ARW,Arrow Electronics Inc,NYSE,Stock,7/19/1984,null,Active
ARWR,Arrowhead Research Corp,NASDAQ,Stock,1/6/1997,null,Active
ARYA,ARYA Sciences Acquisition Corp III - Class A,NASDAQ,Stock,12/12/2018,null,Active
ARYAW,Arya Sciences Acquisition Corp Warrants 10102025,NASDAQ,Stock,12/12/2018,null,Active
ARYB,ARYA Sciences Acquisition Corp II - Class A,NASDAQ,Stock,7/30/2020,null,Active
ARYBU,ARYA Sciences Acquisition Corp II - Units (1 Ord Share Class A & 1/3 War),NASDAQ,Stock,6/5/2020,null,Active
ARYBW,ARYA Sciences Acquisition Corp II - Warrants (09/06/2027),NASDAQ,Stock,7/30/2020,null,Active
ASB,Associated BancCorp,NYSE,Stock,9/7/1984,null,Active
ASB-P-C,Associated BancCorp Depositary shares Series C,NYSE,Stock,6/10/2015,null,Active
ASB-P-D,Associated BancCorp Depositary Shares Series D,NYSE,Stock,9/7/2016,null,Active
ASB-P-E,Associated BancCorp Depositary Shares Series E,NYSE,Stock,9/20/2018,null,Active
ASB-P-F,,NYSE,Stock,6/10/2020,null,Active
ASC,Ardmore Shipping Corp,NYSE,Stock,8/1/2013,null,Active
ASFI,Asta Funding Inc,NASDAQ,Stock,11/14/1995,null,Active
ASGI,Aberdeen Standard Global Infrastructure Income Fund of Beneficial Interest,NYSE,Stock,7/29/2020,null,Active
ASGN,On Assignment,NYSE,Stock,9/23/1992,null,Active
ASH,Ashland Inc,NYSE,Stock,4/6/1983,null,Active
ASIX,AdvanSix Inc,NYSE,Stock,10/3/2016,null,Active
ASLN,ASLAN Pharmaceuticals Ltd ADR,NASDAQ,Stock,5/4/2018,null,Active
ASM,Avino Silver Gold Mines Ltd USA,NYSE,Stock,11/21/2005,null,Active
ASMB,Assembly Biosciences Inc,NASDAQ,Stock,12/17/2010,null,Active
ASML,ASML Holding NV ADR,NASDAQ,Stock,3/16/1995,null,Active
ASND,Ascendis Pharma AS,NASDAQ,Stock,1/28/2015,null,Active
ASPL-U,Aspirational Consumer Lifestyle Corp - Units (1 Ord Share Class A & 1/3 War),NYSE,Stock,9/23/2020,null,Active
ASPN,Aspen Aerogels Inc,NYSE,Stock,6/13/2014,null,Active
ASPS,Altisource Portfolio Solutions SA,NASDAQ,Stock,8/6/2009,null,Active
ASPU,Aspen Group Inc,NASDAQ,Stock,11/26/2012,null,Active
ASR,Grupo Aeroportuario del Sureste SAB de CV,NYSE,Stock,9/28/2000,null,Active
ASRT,Assertio Therapeutics Inc,NASDAQ,Stock,12/17/2003,null,Active
ASRV,Ameriserv Financial Inc,NASDAQ,Stock,3/27/1990,null,Active
ASRVP,AmeriServ Financial Inc AmeriServ Financial Trust I 845 Beneficial Unsecured Securities Series A,NASDAQ,Stock,6/3/1998,null,Active
ASTC,Astrotech Corp,NASDAQ,Stock,12/21/1995,null,Active
ASTE,Astec Industries Inc,NASDAQ,Stock,6/19/1986,null,Active
ASUR,Asure Software Inc,NASDAQ,Stock,4/7/1992,null,Active
ASX,Advanced Semiconductor Engineering Inc,NYSE,Stock,10/2/2000,null,Active
ASYS,Amtech Systems Inc,NASDAQ,Stock,9/7/1984,null,Active
AT,Atlantic Power Corp,NYSE,Stock,12/3/2009,null,Active
ATAX,America First Multifamily Investors LP,NASDAQ,Stock,4/2/1986,null,Active
ATCO,Atlas Corp,NYSE,Stock,2/28/2020,null,Active
ATCO-P-D,Atlas Corp. 7.95 Series D,NYSE,Stock,2/28/2020,null,Active
ATCO-P-E,Atlas Corp. 8.25 Series E,NYSE,Stock,2/28/2020,null,Active
ATCO-P-G,Atlas Corp. 8.20 Series G,NYSE,Stock,2/28/2020,null,Active
ATCO-P-H,Atlas Corp. 7.875 Series H,NYSE,Stock,2/28/2020,null,Active
ATCO-P-I,Atlas Corp. Series I FixedtoFloating,NYSE,Stock,2/28/2020,null,Active
ATCX,Atlas Technical Consultants Inc Class A,NASDAQ,Stock,1/23/2019,null,Active
ATCXW,Atlas Technical Consultants Inc Warrant,NASDAQ,Stock,2/13/2019,null,Active
ATEC,Alphatec Holdings Inc,NASDAQ,Stock,6/2/2006,null,Active
ATEN,A10 Networks Inc,NYSE,Stock,3/21/2014,null,Active
ATEST-A,ATEST.A,NYSE MKT,Stock,9/26/2016,null,Active
ATEST-B,ATEST.B,NYSE MKT,Stock,2/2/2018,null,Active
ATEST-C,ATESTC,NYSE MKT,Stock,2/2/2018,null,Active
ATEST-G,ATESTG,NYSE MKT,Stock,5/26/2017,null,Active
ATEST-H,ATEST.H,NYSE MKT,Stock,5/26/2017,null,Active
ATEST-L,ATEST.L,NYSE MKT,Stock,5/26/2017,null,Active
ATEX,pdvWireless Inc,NASDAQ,Stock,2/3/2015,null,Active
ATGE,Adtalem Global Education Inc,NYSE,Stock,6/28/1991,null,Active
ATH,Athene Holding Ltd Class A,NYSE,Stock,12/9/2016,null,Active
ATH-P-A,Athene Holding Ltd Depositary Shares Series A,NYSE,Stock,6/6/2019,null,Active
ATH-P-C,,NYSE,Stock,6/5/2020,null,Active
ATHA,Athira Pharma Inc,NASDAQ,Stock,9/18/2020,null,Active
ATHE,Alterity Therapeutics Ltd,NASDAQ,Stock,9/5/2002,null,Active
ATHM,Autohome Inc,NYSE,Stock,12/11/2013,null,Active
ATHX,Athersys Inc,NASDAQ,Stock,6/12/2007,null,Active
ATI,Allegheny Technologies Inc,NYSE,Stock,11/29/1999,null,Active
ATIF,ATIF Holdings Ltd,NASDAQ,Stock,5/3/2019,null,Active
ATISW,Attis Industries Inc Warrants,NASDAQ,Stock,1/25/2017,null,Active
ATKR,Atkore International Group,NYSE,Stock,6/10/2016,null,Active
ATLC,Atlanticus Holdings Corp,NASDAQ,Stock,4/23/1999,null,Active
ATLO,Ames National Corp,NASDAQ,Stock,2/15/2000,null,Active
ATNI,ATN International Inc,NASDAQ,Stock,11/14/1991,null,Active
ATNM,Actinium Pharmaceuticals Inc,NYSE MKT,Stock,12/27/2012,null,Active
ATNX,Athenex Inc,NASDAQ,Stock,6/14/2017,null,Active
ATO,Atmos Energy Corp,NYSE,Stock,12/28/1983,null,Active
ATOM,Atomera Inc,NASDAQ,Stock,8/5/2016,null,Active
ATOS,Atossa Therapeutics Inc,NASDAQ,Stock,11/8/2012,null,Active
ATPL,Atlantis Plastics Inc,NASDAQ,Stock,9/22/2017,null,Active
ATR,AptarGroup Inc,NYSE,Stock,4/23/1993,null,Active
ATRA,Atara Biotherapeutics Inc,NASDAQ,Stock,10/16/2014,null,Active
ATRC,AtriCure Inc,NASDAQ,Stock,8/5/2005,null,Active
ATRI,ATRION Corp,NASDAQ,Stock,9/7/1984,null,Active
ATRO,Astronics Corp,NASDAQ,Stock,9/7/1984,null,Active
ATRS,Antares Pharma Inc,NASDAQ,Stock,10/3/1996,null,Active
ATSG,Air Transport Services Group Inc,NASDAQ,Stock,7/23/2003,null,Active
ATTO,Atento SA,NYSE,Stock,10/2/2014,null,Active
ATUS,Altice USA Inc Class A,NYSE,Stock,6/22/2017,null,Active
ATV,Acorn International Inc ADR,NYSE,Stock,5/3/2007,null,Active
ATVI,Activision Blizzard Inc,NASDAQ,Stock,10/25/1993,null,Active
ATXI,Avenue Therapeutics Inc,NASDAQ,Stock,6/27/2017,null,Active
AU,AngloGold Ashanti Ltd,NYSE,Stock,8/5/1998,null,Active
AUB,Atlantic Union Bankshares Corp,NASDAQ,Stock,8/18/1995,null,Active
AUBN,Auburn National Bancorporation Inc,NASDAQ,Stock,9/11/1995,null,Active
AUDC,AudioCodes Ltd,NASDAQ,Stock,5/28/1999,null,Active
AUG,Auryn Resources Inc,NYSE MKT,Stock,3/11/2011,null,Active
AUGZ,TrueShares Structured Outcome (August) ETF,BATS,Stock,8/3/2020,null,Active
AUMN,Golden Minerals Company,NYSE,Stock,5/7/2009,null,Active
AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,Stock,9/3/2014,null,Active
AUTL,Autolus Therapeutics plc,NASDAQ,Stock,6/22/2018,null,Active
AUTO,AUTOINFO INC,NASDAQ,Stock,1/2/2001,null,Active
AUVI,Applied UV Inc,NASDAQ,Stock,8/31/2020,null,Active
AUY,Yamana Gold Inc,NYSE,Stock,1/12/2004,null,Active
AVA,Avista Corp,NYSE,Stock,11/16/1987,null,Active
AVAL,Grupo Aval Acciones Y Valores SA,NYSE,Stock,9/23/2014,null,Active
AVAV,AeroVironment Inc,NASDAQ,Stock,1/23/2007,null,Active
AVB,AvalonBay Communities Inc,NYSE,Stock,3/11/1994,null,Active
AVCO,Avalon Globocare,NASDAQ,Stock,12/6/2016,null,Active
AVCT,American Virtual Cloud Technologies Inc,NASDAQ,Stock,8/8/2017,null,Active
AVCTW,American Virtual Cloud Technologies Inc - Warrants(07/04/2025),NASDAQ,Stock,8/8/2017,null,Active
AVD,American Vanguard Corp,NYSE,Stock,6/22/1988,null,Active
AVDL,Avadel Pharmaceuticals plc,NASDAQ,Stock,6/7/1996,null,Active
AVEO,AVEO Pharmaceuticals Inc,NASDAQ,Stock,3/12/2010,null,Active
AVGO,Broadcom Inc,NASDAQ,Stock,8/6/2009,null,Active
AVGOP,,NASDAQ,Stock,9/25/2019,null,Active
AVGR,Avinger Inc,NASDAQ,Stock,1/30/2015,null,Active
AVH,Avianca Holdings SA ADR,NYSE,Stock,11/6/2013,null,Active
AVID,Avid Technology Inc,NASDAQ,Stock,3/12/1993,null,Active
AVLR,Avalara,NYSE,Stock,6/15/2018,null,Active
AVNS,Avanos Medical Inc,NYSE,Stock,10/21/2014,null,Active
AVNT,Avient Corp Com,NYSE,Stock,9/13/1999,null,Active
AVNW,Aviat Networks Inc,NASDAQ,Stock,2/7/1991,null,Active
AVRO,AVROBIO Inc,NASDAQ,Stock,6/21/2018,null,Active
AVT,Avnet Inc,NASDAQ,Stock,5/3/1973,null,Active
AVTR,Avantor Inc,NYSE,Stock,5/17/2019,null,Active
AVXL,Anavex Life Sciences Corp,NASDAQ,Stock,8/2/2006,null,Active
AVY,Avery Dennison Corp,NYSE,Stock,12/29/1983,null,Active
AVYA,Avaya Holdings Corp,NYSE,Stock,12/19/2017,null,Active
AWH,Aspira Women`s Health Inc,NASDAQ,Stock,10/2/2000,null,Active
AWI,Armstrong World Industries Inc,NYSE,Stock,10/18/2006,null,Active
AWK,American Water Works Company Inc,NYSE,Stock,4/23/2008,null,Active
AWR,American States Water Company,NYSE,Stock,3/26/1990,null,Active
AWRE,Aware Inc,NASDAQ,Stock,11/19/1996,null,Active
AWX,Avalon Holdings Corp,NYSE,Stock,6/23/1998,null,Active
AX,Axos Financial Inc,NYSE,Stock,10/1/2018,null,Active
AXAS,Abraxas Petroleum Corp,NASDAQ,Stock,5/8/1991,null,Active
AXDX,Accelerate Diagnostics Inc,NASDAQ,Stock,11/19/1996,null,Active
AXE,Anixter International Inc,NYSE,Stock,7/19/1984,null,Active
AXGN,Axogen Inc,NASDAQ,Stock,3/27/1990,null,Active
AXGT,Axovant Sciences Ltd,NASDAQ,Stock,6/11/2015,null,Active
AXL,American Axle Manufact Holdings Inc,NYSE,Stock,1/29/1999,null,Active
AXLA,Axcella Health Inc,NASDAQ,Stock,5/9/2019,null,Active
AXNX,Axonics ModulationTechnologies Inc,NASDAQ,Stock,10/31/2018,null,Active
AXO,Axos Financial Inc 625 Subordinated Notes Due 2026,NYSE,Stock,10/1/2018,null,Active
AXP,American Express Company AMEX,NYSE,Stock,6/1/1972,null,Active
AXR,AMREP Corp,NYSE,Stock,5/3/1973,null,Active
AXS,Axis Capital Holdings Ltd,NYSE,Stock,7/1/2003,null,Active
AXS-P-D,Axis Capital Holdings Limited Preferred Series D Bermuda,NYSE,Stock,5/15/2013,null,Active
AXS-P-D-CL,,NYSE,Stock,12/18/2019,null,Active
AXS-P-E,Axis Capital Holdings Limited Depositary Shares Series E,NYSE,Stock,11/22/2016,null,Active
AXSM,Axsome Therapeutics Inc,NASDAQ,Stock,11/19/2015,null,Active
AXTA,Axalta Coating Systems Ltd,NYSE,Stock,11/12/2014,null,Active
AXTC,Axtive Corp,NASDAQ,Stock,1/29/2004,null,Active
AXTI,AXT Inc,NASDAQ,Stock,5/21/1998,null,Active
AXU,Alexco Resource Corp,NYSE MKT,Stock,9/8/2006,null,Active
AY,Atlantica Yield plc,NASDAQ,Stock,6/13/2014,null,Active
AYI,Acuity Brands Inc,NYSE,Stock,12/3/2001,null,Active
AYLA,Ayala Pharmaceuticals Inc,NASDAQ,Stock,5/8/2020,null,Active
AYRO,AYRO Inc,NASDAQ,Stock,1/30/2018,null,Active
